text,label,önem derecesi
"Altındağ Belediyesi Çatı Yağmur Sularının Mevcut Kuyuya Bağlanmayıp Bahçeye Verilmesi Altındağ Belediyesi Zabıta Müdürlüğüne Ankara Ben Şehit Ö*** H**** D**** Bulvarı No 80 Aydınlıkevler Ankara adresinde ikamet etmekteyim. Aynı zamanda Apt. Yöneticisiyim. Benim şikayetim ikamet ettiğim apartmanın arka sokağında Arama sokak 25 numaralı apartmanın çatı yağmur sularının bahçeye verilmesi bahçeden de bizim otopark üzerindeki tenteye oradan da bizim bahçeye kanalize olması, bizim bahçenin giderleri tıkanmakta ve taşımaması nedeniyle kapıcı dairesi ve kalorifer dairesini pis sular basmaktadır. Arama sokaktaki Apt. Yöneticisine ulaşılmaya çalışılmış fakat yöneticinin İstanbul'da olduğu kat maliki ile not bırakılarak çatı yağmur sularının apt. Kuyusuna bağlatılması istenmiştir. Kat maliki Apt. Da birlik ve beraberlik olmadığı Apt. Nın kentsel dönüşüme sokulmak istendiği buna Apt. Yöneticisinin ve alt komşunun karşı çıktığı bu yüzden şifahen görüşmelerim sonuçsuz kalmış şikayet zaruri olmuştur. Yağan yağmur suları iki apt. Yanda istinat duvarını yıktığından bizim apt. Kanalize olan yağmur suları ve yağmurun taşıdığı bahçe toprağı da istinat duvarına zarar verip araçlarımızın üzerine devirilmesinden ve araçlarımızın hasar görmesinden endişe etmekteyiz. Gereğinin yapılarak mağduriyetimizin giderilmesi tarafımıza bilgi verilmesi hususunu bilgilerinize arz ederim. Saygılarımla Seyit Mehmet U**** 50. Yıl Apt. Yöneticisi Tel 0532*****66 50",Altyapı ve İmar,3
Altındağ Belediyesi Altınbis Şikayet Durumu Düzelsin Ankara millet bahçesi altınbis den iki bisiklet kiraladım yarım saatin sonunda bisikletleri teslim etmeme rağmen birini görmedi ve -220 TL bakiye gözüküyor. Düzeltilmesini istiyorum... Ayrıca uygulamadan sorun bildirdim ve telefonla ulaşmaya çalıştım. Asla bir sorumlu bulup düzeltemedim,Ulaşım ve Trafik,3
Altındağ Belediyesi Beşikkaya Mahallesi 1978. Cadde De Bulunan Semt Pazarı Mahalle düğünlerini yasaklamanız gerekirken pazar yerinde düğün yapılmasına nasıl izin verdiniz? Bu mu belediyecilik? Sabahtan beri baş ağrısı çekiyoruz insanların bebeği var hastası var. %1 oy alacağız derken %10 oy kaybediyorsunuz haberiniz olsun.,Belediye Hizmetleri,2
Altındağ Belediyesi Sokak Köpekleri Şikayeti Sokak köpekleri ile alakalı şikayetimiz var Ankara/Altındağ Beşikkaya Mahallesi 1963 sokak yav 2 köpeğin 5 tane yavrusu var sabaha kadar uyutmuyor belediyeyi arıyoruz farklı yerlere atıyor yarın oy isterken istiyorsunuz iş yapın keza hafta sonu işe giderken Hüseyin Gazi göbek'de sürü var ya Altındağ Belediyesi ne yapıyor acaba bu şikayetler üzerine bakmanızı rica ediyorum.,Sokak Hayvanları Tehditi,2
Altındağ Belediyesi Üslup Ve Tavır Kabe istemiştim. Fakat ürün yanlış geldi. Yanlış olduğunu belirttiğimde sanki ben hatalıymışım gibi göz devirmeler hayır böyle dediniz demeler üste çıkmaya çalıştı bayan garson. Yanlış sipariş vermedim fakat verilmiş de olabilir bu üslup ve tavır çok çirkindi. Bir daha da gitmem.,Belediye Hizmetleri,3
Altındağ Belediyesi Karapürçek Çöp Toplama Altındağ Karapürçek Mahallesi çöp toplama işlemi her gece iki de yapılıyor. Her gün sesten ötürü korkuyla uyanıyorum. Artık takıntı oldu. Her gece uyanıp saate bakıyorum. Hep mi iki de gelirler. Bu işlemin gece olmasının sebebi nedir acaba gündüz yapılsa olmuyor mu bilmediğim için soruyorum,Çevre ve Temizlik,2
"Altındağ Belediyesi Aydınlıkevler Kütüphanesi İle Sıkıntımız Aydınlıkevler kütüphanenize kızımı üye yaptırdım. Bir adet kitap aldık ve iki gün sonra teslim ettik. Bir yıl oldu bana sürekli mesaj geliyor kitabı teslim edin diye. Kütüphanenize gelip görüştüm. Kaç kere telefon da ettim ama sürekli mesaj alıyorum. Tanımadığım kişiler adına da mesaj geliyor bana ve eşime, lütfen sorunu çözümler misiniz?",Belediye Hizmetleri,2
Ankara Altındağ Belediyesi Altınköy Gezi Parkına Şikayet Ankara Altındağ Belediyesi Altınköy açık hava gezi parkında giriş yaparken yiyecek içecek almadıklarını söylediler yanımızda sadece su vardı onu bile almadılar içeriden insanlar termosla çıkıyordu onlara bir şey demediler biz girerken sıkıntı yaptılar ve 6 7 kişi üstümüze yürüdüler 5 kadındık ve rahatsız ettiler. İçeri araba alıyorlardı arabaları kontrol etmiyorlar yaya girişlerin üstlerine yürüdüler. Bunun için acilen müdahale edilmeli insanlar için risk taşıyor. Çalışanların üslubu ve davranışları aşırı kötüydü ve kabaydı. Kadınız diye aşağılandık ve üstümüze yüründü bağırıldı. Polise haber vereceğiz dediğimizde biz de veririz dediler. Arabayla giriş yapacağımızda da kimsenin aracı kontrol edilmemesine rağmen sizinkini edeceğiz dediler tehdit edildik. Acilen çalışanlar değiştirilmeli ve uyarı yapılmalı,Belediye Hizmetleri,3
Altındağ Belediyesi Başıboş Köpekler Ve Sokak Caddelerin Kirliliği 1 saat önce G***Mahallesi 50 cadde üzerinde başıboş köpekler 2 tane bayana saldırdı kadınlar korkudan çıldıracak oldular bizim binamıza doğru koşunca çığlıklarla insanların bağırıp çağırmasıyla köpekler son anda bayanların peşini bıraktılar. Buralarda çok başıboş köpek var okullarda açılıyor lütfen bu konuya bir ağırlık verilsin ve gereği neyse yapılsın ilgililerin dikkatine. Ayrıca sokaklar ve caddeler çok pis bir halde süpürülmüyor temizlenmiyor neredeyse her yer çok pis. Altındağ yetkililerine duyurulur. Acil bu konularla ilgilenirsek çok mutlu olacağız.,Çevre ve Temizlik,3
Altındağ Belediyesi Üniversite Öğrencilerine Yardım Edilmiyor. Ben doğdum doğalı Altındağ'da yaşıyorum ve bu ilçeyi çok seviyorum ama gelin görün ki onlar bize destek vermiyorlar. Yıllarca gençlik merkezlerinde her türlü program yardım desteğe her şeye katıldım. Destekledim ve bugün tam burslu üniversite okuyorum başka belediyeler öğrencilere burs ve yardım ederken üniversite öğrencilerini kapının önünden kovuyorlar yardımımız yok diye aşım Başkan bu ilçe için çok fazla kendisini çok seviyorum ama kimse bize yardım eli uzatmıyor maalesef.,Sosyal Yardımlar,3
"Altındağ Belediyesi Artan Başıboş Köpekler! K***'te artık 5'ten sonra sokağa çıkamıyoruz. Gece nöbeti veya vardiyalı bir işte çalışıyorsanız, eve dönüşte 14 köpek ile karşılaşabilirsiniz. Bu durumu durdurun. K*** parkına bile çocuklarımız yanında olmadan gidemiyoruz. Gece maruz kaldığımız köpek sesleri de gürültü kirliliğini artırdı. Endişeleniyorum, böyle giderse burası yaşanamayacak bir yer olacak.",Sokak Hayvanları Tehditi,1
Altındağ Belediyesi Doğantepe Çöplerin Düzensiz Toplanması 24.08.2023 tarihinde sabah 9:55 de doğantepe Mahallesi 1340 sokak 4 numaralı binanın altındaki çöpleri toplamaya gelen personeller sokağı ve çöp kutularını bu şekilde bırakarak gitti. Çöp suları yolu kirletti. Koku evimize kadar giriyor. Daha düzenli yapılmasını talep ediyoruz.,Çevre ve Temizlik,3
"Altındağ Belediyesi Temizlik Olması Ve Kötü Kokudan Arınması Ben Battalgazi Mahallesi 1867. Cad.' de oturuyorum binamızın yan arsasında 4 gündür kedi midir artık köpek mi bilmiyoruz ölmüş, çünkü çok kötü kokusu geliyor. Orası içinde kokudan ve oranın pisliğinden gelen sineklerden balkonumuzda oturamaz olduk. Sizden ricam lütfen bir temizleseniz çok mutlu olacağız.",Çevre ve Temizlik,3
Altındağ Belediyesi Park İçindeki Eksiklikler Altındağ Yıldıztepe Mahallesi 162. Cadde ile Doğu Caddesinin kesiştiği ve Şafak Camii'nin de içinde bulunduğu park ile ilgili şikayetimiz var. İlkbaharda aydınlatma amacıyla parkın iç çevresinde kazı çalışması yapıldı. Sonrasında açılan çukurlar ve parke taşları kapatılmadı. Aylardır bu vaziyette durmaktadır. Camiden çıkan insanlar ki çoğu da ihtiyar seke seke parkın içinden geçiş yapmaktadır. Konuyla ilgili yardımlarınızı rica ederiz.,Altyapı ve İmar,2
Altındağ Belediyesi Sokağa İzinsiz Sokak Tabelası Konulması Güneşevler Mahallesi Mahmut Şevket paşa caddesinde 31 numaralı apartmanın karşısı 47 numaralı apartmanın altındaki dükkan işletmeleri kaldırıma kendilerince kaldırım park yeri tabelası koyarak başka araçların kullanmasını engelleyerek yer işgali oluşturmaktadır. Gereğinin yapılmasını arz ederim.,Belediye Hizmetleri,2
Altındağ Belediyesi Halı Saha Aydınlatması Ve Çimleri Karapurçek Aqoa park içerisindeki halı saha aydınlatması yanmıyor. Saha köstebek yuvasına dönmüş durumda,Altyapı ve İmar,2
Altındağ Belediyesi Çöp Toplama Kanyonunun Sesi Yeter yeterrrr yeter nereye nasıl yazı dilekçe yazıp bu çöp arabalarının çıkarttığı sesi şikayet edebilirim. Her gece 1.5 yaşındaki kızım uykudan korkarak uyanıyor. Balkona çıkıp onlar gidene kadar korkusu geçmiyor bu gece korkudan titriyordu. Gece toplamayın sabah toplayın gündüz toplayın ya da bu arabaları bu çöp kovalarını değiştirin gerçekten ama gerçekten çocuğumun psikolojisi bozuldu.,Çevre ve Temizlik,2
"Altındağ Belediyesi Mahallede Sürü Halinde Gezen Köpekler Var! Ben Ankara'nın Altındağ ilçesinin f*** mahallesinde oturuyorum, mahallemizdeki köpekler sürü halinde hareket ediyorlar. Geçen gün gözümle sadece 23 tanesini sayabildim. Sabahları işe korkarak gidiyorum çünkü saldırganlar ve bir tanesi havlamaya başlayınca hepsi bir anda saldırmaya başlıyor. Mahallemizdeki çocuklarda bu durumdan muzdaripler, sokağa çıkamıyorlar. Can güvenliğimiz tehlikede. En kısa zamanda gereğinin yapılmasını talep ediyorum.",Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Başkent Millet Bahçesindeki Köpek Saldırısı İyi Günler diliyorum, başkent millet bahçesinde güzel bir akşam geçirirken başıboş köpeklerin çocuklara saldırması sonucu günümüz zehir oldu, şükür ağır bir vaka yok, yalnız başkentin ortasında hoş bir durum değil, gereğinin yapılmasını arz ederim. İlgilenirseniz sevinirim",Sokak Hayvanları Tehditi,2
"Altındağ Belediyesi Altınköy Açık Hava Müzesi Köy Kahvaltısı Lezzetsiz, Kalitesiz Ürünler Lezzetsiz, kalitesiz ürünler. Navigasyondan altınköy açık hava müzesi köy kahvaltısı diye gittik. Navigasyonun gösterdiği noktada öyle yer yok. Aradık yönlendirdikleri yere tepeye yel değirmeninin olduğu yere çıktık. Serpme kahvaltı, muhlama ve Menemen söyledik. Gelen reçelleri şekerinden boğaz yakmasında yiyemedik. Peynirler yağı alınmış lor peynir, yenmez lastik gibi başka peynir, kayık kıvamını almış kaşar. Hiç birini yiyemedik. Sözde patlıcan kabak biber kızartma yapacağız dediler. Biberler kuş yemi gibi. Sanki yemeğe doğramış ince ince. Diğer tabaktaki patlıcan ve kabak olduğu belli olmayan kızartma fiyasko idi. Onları da yiyemedik. Ek ücret ile ısmarladığımız mıhlamaya ne doğru düzgün yok koymuşlar ne peynir ve lezzetsizdi. Açlıktan yarısını yedik. Menemeni de hiç anlatmayım. 2 kişi 600 TL'ye yakın ücret ödedik. Resmen masadan aç kalktık. Bu kadar lezzetsiz, kalitesiz, ürünleri nereden bulmuşlar o kızartmaları yapmayı nereden nasıl öğrenmişler bilmiyorum ama resmen pişmanlığın pişmanlığı. Hem değirmenin orada hem de merkezde itfaiye arabasının arkasında yerleri varmış.",Belediye Hizmetleri,3
"Altındağ Belediyesi İlaçlama Yetersizliği Altındağ Ziraat Mahallesi kenar sokak 2** de ikamet etmekteyim. Turgut Özal 2 Bulvarı no ** te bulunan Türk Telekom Genel Müdürlüğü ile mülkiyet sınırlarımızı belirleyen müşterek bir duvar bulunmakta olup duvarın üstü parmaklık demiri ile yükseltilmiş ve bu demirler komple sarmaşık ile kaplıdır ve binamıza ait olan kısıma sarkmakta ve bu bölge sürekli olarak akşam 8 de başlayarak sulanmakta olup sivrisineklerin çoğalmasına neden olmakta sivrisinek kara sinek barındırıp huzurumuzu kaçırmakta, evde cam kapı açamaz duruma getirmektedir. Bina sakinleri ve bina yönetimi olarak ilaçlamalar yaptırsak da kendimiz birey olarak çözümler denesek de yetersiz kalıyor. Ayrıca meşakkatli ve masraflı bir iş. Defalarca kez şahsım ve bina sakinleri sözlü olarak şikayetimizi bildirsek de dikkate alınmamış olup sorunun kaynağı olan yer yeteri kadar önlem almadığından, bina sakinleri olarak mağduruz. Bu durum sağlımızı olumsuz yönde etkilemekte.",Çevre ve Temizlik,3
"Altındağ Belediyesi Sokak Köpekleri Çeteleşmiş İnsanlara Saldırıyor Altındağ Belediyesi, Battalgazi Mah. 1014. Sok. Ve çevresinde çeteleşmiş sokak köpeklerinden gündüz parklarda çocuklarımızı oynatamıyoruz gece korkudan dışarı çıkamıyoruz, seslerinden asla uyunmuyor. Ayrıca aynı sokakta bulunan çocuk parkının 4 bir yanından yol geçtiği için çocuklar sürekli yola fırlıyor araçlar çok zor duruyorlar. Kenarlarına çit çekilerek gerekli önlemlerin alınmasını talep ediyorum.",Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Çevre Temizliği Bakım Şikayetim Altındağ belediyesine. Beşikkaya Mahallesi 1915. Sokakta ailem ikamet etmekte ve çok şikayetimiz var köpeklerden sokaklara çıkamaz olduk. Grup halinde geziyorlar, ardından mahallemizde aydınlatma eksikliği var. Spor salonu yapıldığı için aydınlatma direğimiz kaldırıldı ve karanlıkta kaldık. Üçüncü olarak da yabani otlardan korkar olduk. Yangın çıkacak diye lütfen sesimizi duyun ve bizimle ilgilenin.",Çevre ve Temizlik,1
Altındağ Belediyesi Battalgazi 1228 Sk. Hale Çevirdiler Battalgazi Mahallesi 1228 sokak ta pazar yerinin karşısında ki binanın Altında soğancı var burasını hale çevirdiler kokudan evlerimizden oturamaz hale geldik. Çocuklarımız sokağa çıkamaz hale geldi. Koku evlerimizin içinde sıcaklardan dolayı dahada kokmaya başladı. Artık gözlerimiz yanıyor geceleri uyku yok. Ezgi apartmanı sakinleri ve etraftaki bina sakinleri. Adına ezgi apartmanı yönetimi. Gereğinin yapılmasını arz ederim.,Çevre ve Temizlik,3
"Altındağ Belediyesi Yolların Tadilat Edilmemesi Karapürçek Mahallesi 357. Sokakta oturuyorum. Evim konum itibariyle caddeye yakın ve karşısında eğitim yuvası var. Kurban bayramından önce yol çalışması başlandı. Elektrik alt yapısının yenilendiğini söylediler. Çalışmayı kısa zamanda bitirdiler ancak üzerinden 2 ay geçmesine rağmen yollara açtıkları çukurlar, kazılar tamir edilmedi. Balkona çamaşır asamıyoruz geçen arabalar devamlı patinaj yapıyor her yer toz toprak oluyor. Bir an önce yolların düzelmesini talep ediyorum",Altyapı ve İmar,2
"Altındağ Belediyesi Ankara Altındağ, Karapürçek Beşikkaya Mahallesi Yüksek Sesli Düğün Ankara/Altındağ Karapürçek, Beşikkaya Mahallesi Altınköy Açık Hava Müzesi yakınlarında 6-7 saattir soluksuz yüksek sesli düğün yapılıyor ve susun demeye gittiğimizde 3-5 kişi seferber olup sizi uzaklaştırıyorlar. Lütfen bir çözüm bulup bu düğün terörüne bir dur uyarısı yapın, dinlemek istemiyoruz.",Ulaşım ve Trafik,3
"Altındağ Belediyesi Rögar Ve Menfez Altındağ bağlı sokaklardaki rögar ve menfez kapaklarının düzeltilmesini, onarılmasını ve çıkıntıların asfalt seviyesine getirilmesini rica ediyorum. Daha yapılmazsa aracımız çukurlardan kaçmak için kaza yaparak birilerinin can veya malına istemeyerek zarar verebiliriz.",Altyapı ve İmar,3
Altındağ Belediyesi Başıboş Sokak Köpekleri Ankara Altındağ Yıldıztepe Mahallesi Abdullah faruki Caddesi ve şafak cami çevresinde sokak köpekleri insanlara özellikle çocuklara saldırıyor. 14-15 tane köpek sürü halinde geziyorlar. Bende bu civarda oturuyorum çocukları okula getirip götürürken tedirgin oluyoruz. Küpesiz ve aşısız köpekler var. Kedilere ve diğer canlılara da zarar veriyorlar. Geçenlerde okul dönüşünde bir tane kız çocuğunu kovaladı köpek. Trafikte bir adam Allah razı olsun arabasını durdurup çocuğu karşı yola geçirdi. Bununla ilgili kaç tane şikayet var ve hiçbirine dönüş yapılmamış. İllaki köpeklerin birilerini ısırıp öldürmesi mi lazım tedbir almak için. Buradan yetkililere sesleniyorum. Daha önce de yazmıştım Altındağ Belediyesi ve hayvan hakları koruma dernekleri olarak önlem alınmasını ve gereğinin yapılmasını rica ediyorum. Lütfen.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Hayvan Nakil Aracı Tarih:29:07:2023 saat:21:34 hayvan nakil aracı ekipleri tarafından tarafıma iletişime geçildi görevli bağırarak ' biz oraya on kere geldik köpeği yakalayamıyoruz Altındağ Belediyesi ile iletişime geçip uyuşturucu iğne ile yakalamaları gerektiğini söyledi. Saat itibari ile yarın aramam gerektiğini söylediler. Ben köpeği yakalıyorum nasıl olur da ekip yakalayamıyor köpek orada sakinken yatarken köpeği yakalamışken ekip gelmiyor. Ne zaman gelecekleri hakkında bilgi vermiyorlar. Köpeğin kemiği görünüyor. Çok kötü durumda aracım olsa kendim veterinerliğe teslim edeceğim ekip hiç yardımcı olmadığı gibi on kere geldik diyor beni azarlıyor.,Sokak Hayvanları Tehditi,3
Altındağ Belediyesi Sokak Köpekleri Şikayeti Altındağ'ın f*** ç*** Mahallesi 1***. Sokağında sokak köpekleri yüzünden dışarı çıkamıyoruz. Akşamları ve sabahları ayrı rahatsız edici oluyorlar. Özellikle çocukların bulunduğu yerlerde saldırgan oluyorlar ve toplu halde dolaşıyorlar. Çocuklara ve yetişkinlere saldırıyorlar. Toplanmasını istiyorum.,Sokak Hayvanları Tehditi,3
"Altındağ Belediyesi Emirhan Yalçın Park Halı Saha Çok Kötü Battalgazi Mahallesi Emirhan Yalçın Parkı halı saha çimleri çok kötü, çukurlar olmuş. Bir an önce yapmanızı rica ediyorum. Bilginize, oylarımızı sizlere veriyoruz. Hep biraz daha değer katın, Altındağ'a daha güzel olsun, daha fazla hizmet olsun. Sizi destekliyoruz zaten.",Altyapı ve İmar,2
